Canal,Event,Treatment,Transect,Date,Biomass_per_Area,TSS.mgmL,Ext.Coeff,PAR.30da,AQI.30da,PM.30da,SpC.uS.cm.,pH,Temp.30da,o.Phosphate.ug.L.PW,Ammonium.mg.L.PW,Fluoride.ppb.PW,Nitrite.ppb.PW,Bromide.ppb.PW,Nitrate.ppb.PW,TDC.mg.L.PW,DOC.mg.L.PW,TDN.ug.L.PW,o.Phosphate.ug.L.SW,Ammonium.mg.L.SW,Fluoride.ppb.SW,Nitrite.ppb.SW,Bromide.ppb.SW,Nitrate.ppb.SW,TDC.mg.L.SW,DOC.mg.L.SW,TDN.ug.L.SW,Flow.cms.30da,Sed.Bulk.Density.g.mL.,Sed.PercentOM,Sed.pH,Curly.Leaf.Pondweed,Ditchgrass,Elodea,Filamentous.Algae,Nitella,Milfoil,SDI
A,1,T,11,6/7/2021,10.01484937,0.014320988,0.0363,667.4362493,47.66666667,2.396333333,266.4,8.34,16.84590408,NA,0.006941933,106.1369863,5,5,NA,2.610228676,1.815002774,192.9206349,7.181,0.008237761,224.0547945,5,37.11111111,62.90909091,22.68648087,13.53483894,279,2.467245015,NA,NA,NA,0,10.00927097,0.005578408,0,0,0,0.004730517
A,1,T,12,6/7/2021,9.524124412,0.014320988,0.0363,667.4362493,47.66666667,2.396333333,266.4,8.34,16.84590408,NA,0.006941933,106.1369863,5,5,NA,2.610228676,1.815002774,192.9206349,7.181,0.008237761,224.0547945,5,37.11111111,62.90909091,22.68648087,13.53483894,279,2.467245015,NA,NA,NA,0.011427956,9.445183609,0.066084353,0.001428494,0,0,0.052134116
A,1,T,13,6/7/2021,11.01544824,0.014320988,0.0363,667.4362493,47.66666667,2.396333333,266.4,8.34,16.84590408,NA,0.006941933,106.1369863,5,5,NA,2.610228676,1.815002774,192.9206349,7.181,0.008237761,224.0547945,5,37.11111111,62.90909091,22.68648087,13.53483894,279,2.467245015,NA,NA,NA,0,11.011355,0.004093244,0,0,0,0.003306244
A,1,T,14,6/7/2021,7.449122739,0.014320988,0.0363,667.4362493,47.66666667,2.396333333,266.4,8.34,16.84590408,NA,0.006941933,106.1369863,5,5,NA,2.610228676,1.815002774,192.9206349,7.181,0.008237761,224.0547945,5,37.11111111,62.90909091,22.68648087,13.53483894,279,2.467245015,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
A,1,T,15,6/7/2021,7.649203712,0.014320988,0.0363,667.4362493,47.66666667,2.396333333,266.4,8.34,16.84590408,NA,0.006941933,106.1369863,5,5,NA,2.610228676,1.815002774,192.9206349,7.181,0.008237761,224.0547945,5,37.11111111,62.90909091,22.68648087,13.53483894,279,2.467245015,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
A,2,C,2,7/6/2021,2.786946158,0.006911765,0.0278,705.6437839,49.3,4.147666667,360,8.06,20.73907909,33.322,0.072834397,110.1917808,5,5,219.0227273,3.533294355,2.501174897,297.6507937,NA,0.045533306,276.0410959,48.83870968,40.33333333,215.3181818,25.52705775,15.06383604,518.047619,3.67690166,2.0314,0.47,7.74,0,2.742867467,0.038500317,0,0.005578374,0,0.087282239
A,2,C,4,7/6/2021,41.2247453,0.006911765,0.0278,705.6437839,49.3,4.147666667,360,8.06,20.73907909,33.322,0.072834397,110.1917808,5,5,219.0227273,3.533294355,2.501174897,297.6507937,NA,0.045533306,276.0410959,48.83870968,40.33333333,215.3181818,25.52705775,15.06383604,518.047619,3.67690166,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
A,2,C,5,7/6/2021,9.684171532,0.006911765,0.0278,705.6437839,49.3,4.147666667,360,8.06,20.73907909,33.322,0.072834397,110.1917808,5,5,219.0227273,3.533294355,2.501174897,297.6507937,NA,0.045533306,276.0410959,48.83870968,40.33333333,215.3181818,25.52705775,15.06383604,518.047619,3.67690166,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
A,2,T,1,7/6/2021,43.74319957,0.006911765,0.0278,705.6437839,49.3,4.147666667,360,8.06,20.73907909,33.322,0.072834397,110.1917808,5,5,219.0227273,3.533294355,2.501174897,297.6507937,NA,0.045533306,276.0410959,48.83870968,40.33333333,215.3181818,25.52705775,15.06383604,518.047619,3.67690166,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
A,2,T,4,7/6/2021,39.3891574,0.006911765,0.0278,705.6437839,49.3,4.147666667,360,8.06,20.73907909,33.322,0.072834397,110.1917808,5,5,219.0227273,3.533294355,2.501174897,297.6507937,NA,0.045533306,276.0410959,48.83870968,40.33333333,215.3181818,25.52705775,15.06383604,518.047619,3.67690166,NA,NA,NA,0.920731778,38.37298559,0.056824267,0.021689875,0.01692589,0,0.130162185
A,2,T,5,7/6/2021,21.29341757,0.006911765,0.0278,705.6437839,49.3,4.147666667,360,8.06,20.73907909,33.322,0.072834397,110.1917808,5,5,219.0227273,3.533294355,2.501174897,297.6507937,NA,0.045533306,276.0410959,48.83870968,40.33333333,215.3181818,25.52705775,15.06383604,518.047619,3.67690166,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
A,2,T,6,7/6/2021,17.133333,0.006911765,0.0278,705.6437839,49.3,4.147666667,360,8.06,20.73907909,33.322,0.072834397,110.1917808,5,5,219.0227273,3.533294355,2.501174897,297.6507937,NA,0.045533306,276.0410959,48.83870968,40.33333333,215.3181818,25.52705775,15.06383604,518.047619,3.67690166,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
A,2,T,7,7/6/2021,9.454000582,0.006911765,0.0278,705.6437839,49.3,4.147666667,360,8.06,20.73907909,33.322,0.072834397,110.1917808,5,5,219.0227273,3.533294355,2.501174897,297.6507937,NA,0.045533306,276.0410959,48.83870968,40.33333333,215.3181818,25.52705775,15.06383604,518.047619,3.67690166,1.763,1.59,6.14,0,9.322747134,0.068066704,0.05294077,0.010245974,0,0.085742588
A,2,T,10,7/6/2021,26.1360844,0.006911765,0.0278,705.6437839,49.3,4.147666667,360,8.06,20.73907909,33.322,0.072834397,110.1917808,5,5,219.0227273,3.533294355,2.501174897,297.6507937,NA,0.045533306,276.0410959,48.83870968,40.33333333,215.3181818,25.52705775,15.06383604,518.047619,3.67690166,1.5412,2.91,6.66,NA,NA,NA,NA,NA,NA,NA
A,2,T,12,7/6/2021,4.825782851,0.006911765,0.0278,705.6437839,49.3,4.147666667,360,8.06,20.73907909,33.322,0.072834397,110.1917808,5,5,219.0227273,3.533294355,2.501174897,297.6507937,NA,0.045533306,276.0410959,48.83870968,40.33333333,215.3181818,25.52705775,15.06383604,518.047619,3.67690166,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
A,2,T,13,7/6/2021,3.978403785,0.006911765,0.0278,705.6437839,49.3,4.147666667,360,8.06,20.73907909,33.322,0.072834397,110.1917808,5,5,219.0227273,3.533294355,2.501174897,297.6507937,NA,0.045533306,276.0410959,48.83870968,40.33333333,215.3181818,25.52705775,15.06383604,518.047619,3.67690166,NA,NA,NA,0,3.909797897,0.064822212,0.002760417,0.001023258,0,0.091347758
A,2,T,15,7/6/2021,16.46179494,0.006911765,0.0278,705.6437839,49.3,4.147666667,360,8.06,20.73907909,33.322,0.072834397,110.1917808,5,5,219.0227273,3.533294355,2.501174897,297.6507937,NA,0.045533306,276.0410959,48.83870968,40.33333333,215.3181818,25.52705775,15.06383604,518.047619,3.67690166,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
A,3,C,1,8/10/2021,0,0.057808219,0.0455,630.4937558,77.63333333,46.69633333,380.4,8.03,23.81792718,31.2085,0.050344035,98.34931509,5,5,238.1818182,NA,NA,NA,22.205,0.027995269,362,5,44.77777778,83.09090909,27.15604496,16.43454848,415.1904762,4.491551738,1.8978,0.61,7.59,NA,NA,NA,NA,NA,NA,NA
A,3,C,2,8/10/2021,0,0.057808219,0.0455,630.4937558,77.63333333,46.69633333,380.4,8.03,23.81792718,31.2085,0.050344035,98.34931509,5,5,238.1818182,NA,NA,NA,22.205,0.027995269,362,5,44.77777778,83.09090909,27.15604496,16.43454848,415.1904762,4.491551738,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
A,3,C,5,8/10/2021,0,0.057808219,0.0455,630.4937558,77.63333333,46.69633333,380.4,8.03,23.81792718,31.2085,0.050344035,98.34931509,5,5,238.1818182,NA,NA,NA,22.205,0.027995269,362,5,44.77777778,83.09090909,27.15604496,16.43454848,415.1904762,4.491551738,1.895,0.6,7.46,NA,NA,NA,NA,NA,NA,NA
A,3,T,1,8/10/2021,0,0.057808219,0.0455,630.4937558,77.63333333,46.69633333,380.4,8.03,23.81792718,31.2085,0.050344035,98.34931509,5,5,238.1818182,NA,NA,NA,22.205,0.027995269,362,5,44.77777778,83.09090909,27.15604496,16.43454848,415.1904762,4.491551738,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
A,3,T,2,8/10/2021,0,0.057808219,0.0455,630.4937558,77.63333333,46.69633333,380.4,8.03,23.81792718,31.2085,0.050344035,98.34931509,5,5,238.1818182,NA,NA,NA,22.205,0.027995269,362,5,44.77777778,83.09090909,27.15604496,16.43454848,415.1904762,4.491551738,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
A,3,T,4,8/10/2021,0,0.057808219,0.0455,630.4937558,77.63333333,46.69633333,380.4,8.03,23.81792718,31.2085,0.050344035,98.34931509,5,5,238.1818182,NA,NA,NA,22.205,0.027995269,362,5,44.77777778,83.09090909,27.15604496,16.43454848,415.1904762,4.491551738,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
A,3,T,6,8/10/2021,0,0.057808219,0.0455,630.4937558,77.63333333,46.69633333,380.4,8.03,23.81792718,31.2085,0.050344035,98.34931509,5,5,238.1818182,NA,NA,NA,22.205,0.027995269,362,5,44.77777778,83.09090909,27.15604496,16.43454848,415.1904762,4.491551738,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
A,3,T,8,8/10/2021,0,0.057808219,0.0455,630.4937558,77.63333333,46.69633333,380.4,8.03,23.81792718,31.2085,0.050344035,98.34931509,5,5,238.1818182,NA,NA,NA,22.205,0.027995269,362,5,44.77777778,83.09090909,27.15604496,16.43454848,415.1904762,4.491551738,1.8734,0.79,7.45,NA,NA,NA,NA,NA,NA,NA
A,3,T,10,8/10/2021,0,0.057808219,0.0455,630.4937558,77.63333333,46.69633333,380.4,8.03,23.81792718,31.2085,0.050344035,98.34931509,5,5,238.1818182,NA,NA,NA,22.205,0.027995269,362,5,44.77777778,83.09090909,27.15604496,16.43454848,415.1904762,4.491551738,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
A,3,T,11,8/10/2021,0,0.057808219,0.0455,630.4937558,77.63333333,46.69633333,380.4,8.03,23.81792718,31.2085,0.050344035,98.34931509,5,5,238.1818182,NA,NA,NA,22.205,0.027995269,362,5,44.77777778,83.09090909,27.15604496,16.43454848,415.1904762,4.491551738,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
A,3,T,13,8/10/2021,0,0.057808219,0.0455,630.4937558,77.63333333,46.69633333,380.4,8.03,23.81792718,31.2085,0.050344035,98.34931509,5,5,238.1818182,NA,NA,NA,22.205,0.027995269,362,5,44.77777778,83.09090909,27.15604496,16.43454848,415.1904762,4.491551738,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
A,3,T,15,8/10/2021,0,0.057808219,0.0455,630.4937558,77.63333333,46.69633333,380.4,8.03,23.81792718,31.2085,0.050344035,98.34931509,5,5,238.1818182,NA,NA,NA,22.205,0.027995269,362,5,44.77777778,83.09090909,27.15604496,16.43454848,415.1904762,4.491551738,NA,NA,NA,0,0,0,0,0,0,0
UL,1,NA,1,5/24/2021,6.767885258,0.021891892,0.0378,622.7644491,48.36666667,2.335,240.7,8.86,14.70735758,9.5,0.030783651,112.9452055,15.64516129,5,NA,4.566231404,3.061943148,321.7777778,5.511,0.002310837,197.6438356,5,39.27777778,33.36363636,20.28766322,12.58023563,245.5079365,3.987625878,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
UL,1,NA,2,5/24/2021,1.852465804,0.021891892,0.0378,622.7644491,48.36666667,2.335,240.7,8.86,14.70735758,9.5,0.030783651,112.9452055,15.64516129,5,NA,4.566231404,3.061943148,321.7777778,5.511,0.002310837,197.6438356,5,39.27777778,33.36363636,20.28766322,12.58023563,245.5079365,3.987625878,1.6618,1.75,7.16,NA,NA,NA,NA,NA,NA,NA
UL,1,NA,3,5/24/2021,5.369897431,0.021891892,0.0378,622.7644491,48.36666667,2.335,240.7,8.86,14.70735758,9.5,0.030783651,112.9452055,15.64516129,5,NA,4.566231404,3.061943148,321.7777778,5.511,0.002310837,197.6438356,5,39.27777778,33.36363636,20.28766322,12.58023563,245.5079365,3.987625878,1.6348,1.71,6.66,0.053289241,5.02735,0.215803963,0,0,0,0.226167287
UL,1,NA,4,5/24/2021,4.359624006,0.021891892,0.0378,622.7644491,48.36666667,2.335,240.7,8.86,14.70735758,9.5,0.030783651,112.9452055,15.64516129,5,NA,4.566231404,3.061943148,321.7777778,5.511,0.002310837,197.6438356,5,39.27777778,33.36363636,20.28766322,12.58023563,245.5079365,3.987625878,1.535,1.46,7.2,0.060975653,4.10777275,0.190875603,0,0,0,0.252759426
UL,1,NA,5,5/24/2021,2.588812502,0.021891892,0.0378,622.7644491,48.36666667,2.335,240.7,8.86,14.70735758,9.5,0.030783651,112.9452055,15.64516129,5,NA,4.566231404,3.061943148,321.7777778,5.511,0.002310837,197.6438356,5,39.27777778,33.36363636,20.28766322,12.58023563,245.5079365,3.987625878,1.709,1.43,7.27,0,2.528326692,0.009638067,0.050847743,0,0,0.121105438
UL,1,NA,6,5/24/2021,3.66266467,0.021891892,0.0378,622.7644491,48.36666667,2.335,240.7,8.86,14.70735758,9.5,0.030783651,112.9452055,15.64516129,5,NA,4.566231404,3.061943148,321.7777778,5.511,0.002310837,197.6438356,5,39.27777778,33.36363636,20.28766322,12.58023563,245.5079365,3.987625878,1.7162,1.25,7.3,0,3.597963788,0.05085838,0.013842503,0,0,0.097977457
UL,1,NA,7,5/24/2021,4.106495055,0.021891892,0.0378,622.7644491,48.36666667,2.335,240.7,8.86,14.70735758,9.5,0.030783651,112.9452055,15.64516129,5,NA,4.566231404,3.061943148,321.7777778,5.511,0.002310837,197.6438356,5,39.27777778,33.36363636,20.28766322,12.58023563,245.5079365,3.987625878,1.8018,0.94,6.95,0,3.999465717,0,0,0,0,0
UL,1,NA,8,5/24/2021,2.98103694,0.021891892,0.0378,622.7644491,48.36666667,2.335,240.7,8.86,14.70735758,9.5,0.030783651,112.9452055,15.64516129,5,NA,4.566231404,3.061943148,321.7777778,5.511,0.002310837,197.6438356,5,39.27777778,33.36363636,20.28766322,12.58023563,245.5079365,3.987625878,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
UL,1,NA,9,5/24/2021,4.07259569,0.021891892,0.0378,622.7644491,48.36666667,2.335,240.7,8.86,14.70735758,9.5,0.030783651,112.9452055,15.64516129,5,NA,4.566231404,3.061943148,321.7777778,5.511,0.002310837,197.6438356,5,39.27777778,33.36363636,20.28766322,12.58023563,245.5079365,3.987625878,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
UL,1,NA,10,5/24/2021,3.580337458,0.021891892,0.0378,622.7644491,48.36666667,2.335,240.7,8.86,14.70735758,9.5,0.030783651,112.9452055,15.64516129,5,NA,4.566231404,3.061943148,321.7777778,5.511,0.002310837,197.6438356,5,39.27777778,33.36363636,20.28766322,12.58023563,245.5079365,3.987625878,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
UL,2,NA,1,6/21/2021,21.91456845,0.008088235,0.0228,704.637746,49.66666667,2.858666667,314,8.13,19.20080453,12.408,0.058856892,114.9863014,5,5,NA,7.189176899,4.620312653,386.6190476,11.054,0.006696858,238.2328767,29.32258065,39.55555556,100.4090909,23.34262327,13.0877256,297.8888889,4.134486802,1.8396,1.34,7.22,NA,NA,NA,NA,NA,NA,NA
UL,2,NA,2,6/21/2021,15.64616107,0.008088235,0.0228,704.637746,49.66666667,2.858666667,314,8.13,19.20080453,12.408,0.058856892,114.9863014,5,5,NA,7.189176899,4.620312653,386.6190476,11.054,0.006696858,238.2328767,29.32258065,39.55555556,100.4090909,23.34262327,13.0877256,297.8888889,4.134486802,2.0352,1.01,7.63,0.0773124,14.57882858,0.211876281,0.77814381,0,0,0.299585286
UL,2,NA,3,6/21/2021,17.91500565,0.008088235,0.0228,704.637746,49.66666667,2.858666667,314,8.13,19.20080453,12.408,0.058856892,114.9863014,5,5,NA,7.189176899,4.620312653,386.6190476,11.054,0.006696858,238.2328767,29.32258065,39.55555556,100.4090909,23.34262327,13.0877256,297.8888889,4.134486802,1.5074,3.93,6.98,NA,NA,NA,NA,NA,NA,NA
UL,2,NA,4,6/21/2021,12.5418395,0.008088235,0.0228,704.637746,49.66666667,2.858666667,314,8.13,19.20080453,12.408,0.058856892,114.9863014,5,5,NA,7.189176899,4.620312653,386.6190476,11.054,0.006696858,238.2328767,29.32258065,39.55555556,100.4090909,23.34262327,13.0877256,297.8888889,4.134486802,NA,NA,NA,0.004787154,11.97268978,0.03563356,0.528729008,0,0,0.197482552
UL,2,NA,5,6/21/2021,12.3118549,0.008088235,0.0228,704.637746,49.66666667,2.858666667,314,8.13,19.20080453,12.408,0.058856892,114.9863014,5,5,NA,7.189176899,4.620312653,386.6190476,11.054,0.006696858,238.2328767,29.32258065,39.55555556,100.4090909,23.34262327,13.0877256,297.8888889,4.134486802,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
UL,2,NA,6,6/21/2021,14.60859898,0.008088235,0.0228,704.637746,49.66666667,2.858666667,314,8.13,19.20080453,12.408,0.058856892,114.9863014,5,5,NA,7.189176899,4.620312653,386.6190476,11.054,0.006696858,238.2328767,29.32258065,39.55555556,100.4090909,23.34262327,13.0877256,297.8888889,4.134486802,1.8734,1.17,6.92,NA,NA,NA,NA,NA,NA,NA
UL,2,NA,7,6/21/2021,7.080715223,0.008088235,0.0228,704.637746,49.66666667,2.858666667,314,8.13,19.20080453,12.408,0.058856892,114.9863014,5,5,NA,7.189176899,4.620312653,386.6190476,11.054,0.006696858,238.2328767,29.32258065,39.55555556,100.4090909,23.34262327,13.0877256,297.8888889,4.134486802,NA,NA,NA,0,6.036194115,0.32094224,0.723578868,0,0,0.509378373
UL,2,NA,8,6/21/2021,8.506824108,0.008088235,0.0228,704.637746,49.66666667,2.858666667,314,8.13,19.20080453,12.408,0.058856892,114.9863014,5,5,NA,7.189176899,4.620312653,386.6190476,11.054,0.006696858,238.2328767,29.32258065,39.55555556,100.4090909,23.34262327,13.0877256,297.8888889,4.134486802,1.9576,0.48,7.26,0,7.758579215,0.475871716,0.272373177,0,0,0.355461862
UL,2,NA,9,6/21/2021,9.39763434,0.008088235,0.0228,704.637746,49.66666667,2.858666667,314,8.13,19.20080453,12.408,0.058856892,114.9863014,5,5,NA,7.189176899,4.620312653,386.6190476,11.054,0.006696858,238.2328767,29.32258065,39.55555556,100.4090909,23.34262327,13.0877256,297.8888889,4.134486802,1.9696,1.06,7.4,NA,NA,NA,NA,NA,NA,NA
UL,2,NA,10,6/21/2021,17.66405752,0.008088235,0.0228,704.637746,49.66666667,2.858666667,314,8.13,19.20080453,12.408,0.058856892,114.9863014,5,5,NA,7.189176899,4.620312653,386.6190476,11.054,0.006696858,238.2328767,29.32258065,39.55555556,100.4090909,23.34262327,13.0877256,297.8888889,4.134486802,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
UL,3,NA,1,7/27/2021,13.34421184,0.072554745,0.0562,658.515137,69.13333333,31.59466667,382.3,8.07,23.77268985,13.918,0.303487496,140.0136986,5,5,108.0909091,4.791983369,3.440520871,520.7460317,15.067,0.022403854,325.6986301,17.32258065,42,89.54545455,26.98713701,16.03475735,349.7142857,6.378014331,1.7872,1.32,6.88,NA,NA,NA,NA,NA,NA,NA
UL,3,NA,2,7/27/2021,17.06272152,0.072554745,0.0562,658.515137,69.13333333,31.59466667,382.3,8.07,23.77268985,13.918,0.303487496,140.0136986,5,5,108.0909091,4.791983369,3.440520871,520.7460317,15.067,0.022403854,325.6986301,17.32258065,42,89.54545455,26.98713701,16.03475735,349.7142857,6.378014331,2.03,0.97,7.63,0,15.98317123,0.946207548,0.025928264,0.095797147,0.011617328,0.265532052
UL,3,NA,3,7/27/2021,15.27442205,0.072554745,0.0562,658.515137,69.13333333,31.59466667,382.3,8.07,23.77268985,13.918,0.303487496,140.0136986,5,5,108.0909091,4.791983369,3.440520871,520.7460317,15.067,0.022403854,325.6986301,17.32258065,42,89.54545455,26.98713701,16.03475735,349.7142857,6.378014331,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
UL,3,NA,4,7/27/2021,41.13508998,0.072554745,0.0562,658.515137,69.13333333,31.59466667,382.3,8.07,23.77268985,13.918,0.303487496,140.0136986,5,5,108.0909091,4.791983369,3.440520871,520.7460317,15.067,0.022403854,325.6986301,17.32258065,42,89.54545455,26.98713701,16.03475735,349.7142857,6.378014331,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
UL,3,NA,5,7/27/2021,1.75133124,0.072554745,0.0562,658.515137,69.13333333,31.59466667,382.3,8.07,23.77268985,13.918,0.303487496,140.0136986,5,5,108.0909091,4.791983369,3.440520871,520.7460317,15.067,0.022403854,325.6986301,17.32258065,42,89.54545455,26.98713701,16.03475735,349.7142857,6.378014331,1.6944,1.93,6.63,0,1.19866526,0.491227899,0.007212748,0.052080535,0.002144798,0.75144644
UL,3,NA,6,7/27/2021,2.751724386,0.072554745,0.0562,658.515137,69.13333333,31.59466667,382.3,8.07,23.77268985,13.918,0.303487496,140.0136986,5,5,108.0909091,4.791983369,3.440520871,520.7460317,15.067,0.022403854,325.6986301,17.32258065,42,89.54545455,26.98713701,16.03475735,349.7142857,6.378014331,1.2902,6.01,7.28,NA,NA,NA,NA,NA,NA,NA
UL,3,NA,7,7/27/2021,18.95876244,0.072554745,0.0562,658.515137,69.13333333,31.59466667,382.3,8.07,23.77268985,13.918,0.303487496,140.0136986,5,5,108.0909091,4.791983369,3.440520871,520.7460317,15.067,0.022403854,325.6986301,17.32258065,42,89.54545455,26.98713701,16.03475735,349.7142857,6.378014331,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
UL,3,NA,8,7/27/2021,22.1956189,0.072554745,0.0562,658.515137,69.13333333,31.59466667,382.3,8.07,23.77268985,13.918,0.303487496,140.0136986,5,5,108.0909091,4.791983369,3.440520871,520.7460317,15.067,0.022403854,325.6986301,17.32258065,42,89.54545455,26.98713701,16.03475735,349.7142857,6.378014331,1.8338,0.59,7.27,NA,NA,NA,NA,NA,NA,NA
UL,3,NA,9,7/27/2021,4.664229784,0.072554745,0.0562,658.515137,69.13333333,31.59466667,382.3,8.07,23.77268985,13.918,0.303487496,140.0136986,5,5,108.0909091,4.791983369,3.440520871,520.7460317,15.067,0.022403854,325.6986301,17.32258065,42,89.54545455,26.98713701,16.03475735,349.7142857,6.378014331,NA,NA,NA,0,3.797103584,0.518368635,0.008788802,0.339179477,0.000789286,0.615512632
